Vendor,Category,Item,Item Description,Price,Origin,Destination,Rating,Remarks
K_HaSH,Drugs/Cannabis/Edibles,100% Pure Hash GUMMIES APPLE FLAVOR X8,We are back on ShadowBay offering our verified Hash GUMMIES APPLE FLAVOR X8. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.070912 BTC,Germany,Europe,4.74/5,
K_HaSH,Drugs/Cannabis/Edibles,Ultra Clean HASH PILLS 50X,"Premium HASH PILLS 50X sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.341802 BTC,Germany,Europe,4.68/5,
K_HaSH,Drugs/Cannabis/Edibles,Hash GUMMIES Orange FLAVOR X1,High purity Hash GUMMIES Orange FLAVOR X1 at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.008249 BTC,Germany,Europe,4.77/5,
K_HaSH,Drugs/Cannabis/Edibles,Direct Source HASH PILLS 40X,"Welcome to our official ShadowBay shop! HASH PILLS 40X ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Europe.",0.308210 BTC,Germany,Europe,4.63/5,
MrCleanCH,Drugs/Stimulants/Cocaine,3g Cocaine 86% guarantee) from Peru,"Welcome to our official ShadowBay shop! 3g Cocaine 86% guarantee) from Peru ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.942853 BTC,Germany,Worldwide,4.84/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Exclusive 2g Cocaine 87+% [Escrow Ready],"Premium 2g Cocaine 87+% sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.706665 BTC,GermanyWORLDWIDE,EU WORLDWIDE,4.99/5,
MrCleanCH,Drugs/Stimulants/Cocaine,3g Cocaine 90%,"Premium 3g Cocaine 90% sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",1.079358 BTC,Germany,EU,4.92/5,
MrCleanCH,Drugs/Stimulants/Cocaine,100% Pure 0 5g Cocaine VERY HIGH QUALITY Sampel,"Welcome to our official ShadowBay shop! 0 5g Cocaine VERY HIGH QUALITY Sampel ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.175216 BTC,Germany,Worldwide,4.96/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Ultra Clean 1g Cocaine 87+% ★★★ 85 euro ★★★,"Premium 1g Cocaine 87+% ★★★ 85 euro ★★★ sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.454465 BTC,GermanyWORLDWIDE,EU WORLDWIDE,5.00/5,
MrCleanCH,Drugs/Stimulants/Cocaine,HQ 5g Cocaine 87+% Angebot wer 5 gram kauft bekommt 1 g Gratis Dazu >>> delivery from germany <<< [Worldwide Stealth],High purity 5g Cocaine 87+%  Angebot  wer 5 gram kauft bekommt 1 g Gratis Dazu   >>> delivery from germany <<< at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,1.853349 BTC,GermanyWORLDWIDE,EU WORLDWIDE,4.97/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Exclusive 20g Cocaine 90% [Purity Tested],20g Cocaine 90% available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,6.086709 BTC,Germany,Worldwide,4.82/5,
MrCleanCH,Drugs/Stimulants/Cocaine,100% Pure 1g Cocaine VERY HIGH QUALITY,We are back on ShadowBay offering our verified 1g Cocaine VERY HIGH QUALITY. Guaranteed top tier quality and stealth packaging. Contact via PGP for bulk orders.,0.369757 BTC,Germany EU,Germany  EU,4.86/5,
MrCleanCH,Drugs/Stimulants/Cocaine,10g Cocaine 90% [Fast Shipping],We are back on ShadowBay offering our verified 10g Cocaine 90%. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,2.797275 BTC,Germany,EU,4.76/5,
MrCleanCH,Drugs/Stimulants/Cocaine,0 5g Cocaine 87+% ★★★ 50 euro ★★★,We are back on ShadowBay offering our verified 0 5g Cocaine 87+%  ★★★  50 euro ★★★. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.258695 BTC,GermanyWORLDWIDE,EU WORLDWIDE,4.86/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Custom 28g Cocaine 90%,We are back on ShadowBay offering our verified 28g Cocaine 90%. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,10.108737 BTC,Germany,Worldwide,4.90/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Verified 100g Cocaine 90%,"Welcome to our official ShadowBay shop! 100g Cocaine 90% ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across EU.",32.419563 BTC,Germany,EU,5.00/5,
MrCleanCH,Drugs/Stimulants/Cocaine,1g Cocaine 90%,"Premium 1g Cocaine 90% sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.405160 BTC,Germany,EU,4.95/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Exclusive 5g Cocaine 87+% ★★★ 400 euro ★★★ [Tracked],High purity 5g Cocaine 87+% ★★★ 400 euro ★★★ at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,1.883493 BTC,GermanyWORLDWIDE,EU WORLDWIDE,4.89/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Verified 5g Cocaine 65+% (( 300Euro )) [Worldwide Stealth],High purity 5g Cocaine 65+% (( 300Euro )) at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,1.377550 BTC,Germany,Worldwide,5.00/5,
MrCleanCH,Drugs/Stimulants/Cocaine,2 3g Cocaine 87+% ★★★ 200 euro ★★★,2 3g Cocaine 87+% ★★★ 200 euro ★★★ available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,1.069893 BTC,GermanyWORLDWIDE,EU WORLDWIDE,5.00/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Custom 2g Cocaine VERY HIGH QUALITY [Purity Tested],2g Cocaine VERY HIGH QUALITY available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.534302 BTC,Germany EU,Germany  EU,4.75/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Top Grade 4g Cocaine 86% guarantee) from Peru [Escrow Ready],4g Cocaine 86% guarantee) from Peru available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,1.457435 BTC,Germany,Worldwide,4.89/5,
MrCleanCH,Drugs/Ecstasy/MDMA,100% Pure 10g MDMA Crystals 84%+ Purity [Escrow Ready],10g MDMA Crystals 84%+ Purity available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.632078 BTC,Germany,Worldwide,4.81/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Ultra Clean 2g Cocaine 87+% ★★★ 160 euro ★★★ [Escrow Ready],High purity 2g Cocaine 87+% ★★★ 160 euro ★★★ at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.778101 BTC,GermanyWORLDWIDE,EU WORLDWIDE,4.77/5,
MrCleanCH,Drugs/Stimulants/Cocaine,1g Cocaine 87+% >>> delivery from germany <<< [Tracked],High purity 1g Cocaine 87+%  >>> delivery from germany <<< at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.390239 BTC,GermanyWORLDWIDE,EU WORLDWIDE,5.00/5,
MrCleanCH,Drugs/Ecstasy/Pills,100x UPS XTC Pills (220mg),"Premium 100x UPS XTC Pills (220mg) sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",1.555808 BTC,Germany,Worldwide,4.76/5,
MrCleanCH,Drugs/Stimulants/Cocaine,Verified 7g Cocaine 90% [Escrow Ready],High purity 7g Cocaine 90% at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,2.606247 BTC,Germany,Worldwide,4.97/5,
MrCleanCH,Drugs/Stimulants/Cocaine,1g Cocaine 86% guarantee) from Peru,"Welcome to our official ShadowBay shop! 1g Cocaine 86% guarantee) from Peru ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across EU WORLDWIDE.",0.388153 BTC,GermanyWORLDWIDE,EU WORLDWIDE,4.76/5,
budmaster,Drugs/Prescription,Premium Dexamphetamine Sulphate - 5mg x 25 Tablets [Worldwide Stealth],Dexamphetamine Sulphate - 5mg x 25 Tablets available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.694091 BTC,Australia,Worldwide,4.76/5,
budmaster,Drugs/Ecstasy/MDMA,Mdma Uncut Half Gram .05 [Tracked],Mdma Uncut Half Gram .05 available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.350297 BTC,Australia,Worldwide,5.00/5,
budmaster,Drugs/Cannabis/Weed,Ultra Clean Hydro Buds - 28g,High purity Hydro Buds - 28g at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.828597 BTC,Australia,Worldwide,4.70/5,
budmaster,Drugs/Ecstasy/MDMA,1g Mdma Uncut,"Premium 1g Mdma Uncut sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.673786 BTC,Australia,Worldwide,4.76/5,
budmaster,Drugs/Prescription,Dexamphetamine Sulphate - 5mg x 100 Tablets [Tracked],"Premium Dexamphetamine Sulphate - 5mg x 100 Tablets sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",3.066702 BTC,Australia,Worldwide,5.00/5,
budmaster,Drugs/Ecstasy/MDMA,Top Grade Mdma Uncut 1 Gram,"Premium Mdma Uncut 1 Gram sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.513651 BTC,Australia,Worldwide,4.74/5,
budmaster,Drugs/Cannabis/Weed,Hydro Buds - 112g,Hydro Buds - 112g available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,3.469949 BTC,Australia,Worldwide,5.00/5,
SHEpang,Electronics,iPad Mini with retina or any electronic from Amazon 30% OFF [Escrow Ready],"Welcome to our official ShadowBay shop! iPad Mini with retina or any electronic from Amazon 30% OFF ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.005229 BTC,USA,Worldwide,4.88/5,
SHEpang,Services/Money,1 USA VISA/Mastercard credit card,"Welcome to our official ShadowBay shop! 1 USA VISA/Mastercard credit card ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.060980 BTC,USA,Worldwide,4.93/5,
SHEpang,Information/Guides,Unlimited Online Phone Numbers Guide [Purity Tested],Unlimited Online Phone Numbers Guide available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.013362 BTC,USA,Worldwide,4.95/5,
SHEpang,Electronics,100% Pure Custom for Silversunshine [Original Batch],"Premium Custom for Silversunshine sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.104106 BTC,USA,Worldwide,4.96/5,
SHEpang,Services/Money,Verified 2014 Marach Billmelater cashout method [Escrow Ready],We are back on ShadowBay offering our verified 2014 Marach Billmelater cashout method. Guaranteed top tier quality and stealth packaging. Contact via PGP for bulk orders.,0.525439 BTC,USA,Worldwide,4.83/5,
Safe_Shop,Drugs/Benzos,Ultra Clean Xanax 2mg R039 (Yellow Xanax) 200 pills,"Welcome to our official ShadowBay shop! Xanax 2mg R039 (Yellow Xanax) 200 pills ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across World Wide.",0.452762 BTC,UK,World Wide,4.57/5,
Safe_Shop,Drugs/Prescription,Direct Source HYDROCODONE 10/325 mg Mallinckrodt,HYDROCODONE 10/325 mg Mallinckrodt available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.017321 BTC,UK,World Wide,4.78/5,
Safe_Shop,Drugs/Prescription,HYDROCODONE (WATSON) 10mg,We are back on ShadowBay offering our verified HYDROCODONE (WATSON) 10mg. Guaranteed top tier quality and stealth packaging. Contact via PGP for bulk orders.,0.009964 BTC,UK,USA,4.87/5,
Safe_Shop,Drugs/Prescription,RIVOTRIL 2mg by Roche [Worldwide Stealth],High purity RIVOTRIL 2mg by Roche at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.002158 BTC,UK,World Wide,4.61/5,
Safe_Shop,Drugs/Benzos,Xanax 2mg R039 (Yellow Xanax) (Benzo),We are back on ShadowBay offering our verified Xanax 2mg R039 (Yellow Xanax) (Benzo). Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.002499 BTC,UK,World Wide,4.54/5,
Safe_Shop,Drugs/Prescription,Top Grade AMBIEN (Zolpidem) 10mg Blister packing and Lose packing,AMBIEN (Zolpidem) 10mg Blister packing and  Lose packing available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.002908 BTC,UK,World Wide,4.65/5,
Safe_Shop,Drugs/Benzos,Exclusive Valium By Roche 10mg Branded (Benzo) [Escrow Ready],"Premium Valium By Roche 10mg Branded (Benzo) sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.003017 BTC,UK,World Wide,4.66/5,
Safe_Shop,Drugs/Benzos,Ultra Clean Lexotanil (Bromazepam) 3mg Roche 100% Branded (Benzo) [Escrow Ready],"Welcome to our official ShadowBay shop! Lexotanil (Bromazepam) 3mg Roche 100% Branded (Benzo) ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across World Wide.",0.001159 BTC,UK,World Wide,4.92/5,
Safe_Shop,Drugs/Benzos,Dormicum (Midazolam) 7.5mg 100% Branded Product,Dormicum (Midazolam) 7.5mg 100% Branded Product available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.003011 BTC,UK,World Wide,4.69/5,
Safe_Shop,Drugs/Prescription,Lexotanil (Bromazepam) 3mg Roche 100% Branded,"Premium Lexotanil (Bromazepam) 3mg Roche 100% Branded sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.001460 BTC,UK,World Wide,4.67/5,
Safe_Shop,Drugs/Prescription,Xanax 2mg R039 (Yellow Xanax),High purity Xanax 2mg R039 (Yellow Xanax) at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.002612 BTC,UK,World Wide,4.94/5,
RealAidoneus,Drugs/Ecstasy/MDMA,Sent 200x Custom,"Welcome to our official ShadowBay shop! Sent 200x Custom ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",8.552626 BTC,USA,Worldwide,4.97/5,
RealAidoneus,Drugs/Ecstasy/MDMA,Custom US ONLY* 250x 140mg PURE (84%) MDMA Capsules,US ONLY* 250x 140mg PURE (84%) MDMA Capsules available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,6.714481 BTC,USA,USA,5.00/5,
RealAidoneus,Drugs/Ecstasy/MDMA,US ONLY* 10x 140mg PURE (84%) MDMA Capsules,High purity US ONLY* 10x 140mg PURE (84%) MDMA Capsules at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.402031 BTC,USA,Worldwide,5.00/5,
RealAidoneus,Drugs/Ecstasy/MDMA,10g OldAmsterdam BULK MDMA,"Premium 10g OldAmsterdam BULK MDMA sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",2.448337 BTC,USA,Worldwide,5.00/5,
RealAidoneus,Drugs/Ecstasy/MDMA,US ONLY* 50x 140mg PURE (84%) MDMA Capsules [Original Batch],"Welcome to our official ShadowBay shop! US ONLY* 50x 140mg PURE (84%) MDMA Capsules ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across USA.",1.815552 BTC,USA,USA,5.00/5,
bodyinact,Drugs/Steroids,Anavar | Oxanodrolol 100tabs 10mg/tab,"Premium Anavar | Oxanodrolol 100tabs  10mg/tab sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.212255 BTC,EU,Worldwide,5.00/5,
bodyinact,Drugs/Steroids,PRIMOBOLAN 100mg/ml 10ml,"Welcome to our official ShadowBay shop! PRIMOBOLAN 100mg/ml  10ml ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.255108 BTC,EU,Worldwide,5.00/5,
bodyinact,Drugs/Steroids,Ultra Clean EQUPOISE (BOLDENONE UNDECANOATE) 200mg/ml 10 ml,High purity EQUPOISE (BOLDENONE UNDECANOATE) 200mg/ml   10 ml at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.121507 BTC,EU,Worldwide,5.00/5,
bodyinact,Drugs/Steroids,TESTOSTERONE PROPIONATE 100mg/ml 10ml [Fast Shipping],"Welcome to our official ShadowBay shop! TESTOSTERONE PROPIONATE 100mg/ml  10ml ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",3.862957 BTC,EU,Worldwide,4.90/5,
bodyinact,Drugs/Steroids,MASTERON (DROSTANOLONE PROPIONATE) 100mg/ml 10 ml,"Welcome to our official ShadowBay shop! MASTERON (DROSTANOLONE PROPIONATE) 100mg/ml   10 ml ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.129091 BTC,EU,Worldwide,5.00/5,
bodyinact,Drugs/Steroids,Premium TESTOSTERONE ENANTHATE 250mg/ml 10ml [Worldwide Stealth],"Premium TESTOSTERONE ENANTHATE 250mg/ml  10ml sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.122964 BTC,EU,Worldwide,5.00/5,
bodyinact,Drugs/Steroids,PARABOLAN 100mg/ml 10ml,We are back on ShadowBay offering our verified PARABOLAN 100mg/ml   10ml. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,0.218063 BTC,EU,Worldwide,4.88/5,
bodyinact,Drugs/Steroids,Verified Supertest400 (Testosterone propionate 50mg/ml Undecanoate 100mg/ml enanthate 250mg/ml) 10 ml,We are back on ShadowBay offering our verified Supertest400 (Testosterone propionate 50mg/ml  Undecanoate 100mg/ml  enanthate 250mg/ml) 10 ml. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,0.175869 BTC,EU,Worldwide,4.95/5,
bodyinact,Drugs/Steroids,B&M DRIVE (60 MG BOLDERONE UNDECANOATE & 50 MG METHANDRIOL DIPROPIONATE),B&M DRIVE (60 MG BOLDERONE UNDECANOATE & 50 MG METHANDRIOL DIPROPIONATE) available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.158120 BTC,EU,Worldwide,5.00/5,
bodyinact,Drugs/Steroids,Top Grade TESTOSTERONE CYPIONATE 200mg/ml 10ml,"Premium TESTOSTERONE CYPIONATE 200mg/ml  10ml sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.157100 BTC,EU,Worldwide,5.00/5,
bodyinact,Drugs/Steroids,100% Pure Deca Durabolin | Nandrolone 200mg/ml 10ml [Escrow Ready],"Premium Deca Durabolin | Nandrolone 200mg/ml  10ml sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.204626 BTC,EU,Worldwide,5.00/5,
bodyinact,Drugs/Steroids,WINSTROL DEPOT| STANOZOLOL (INJECTABLE) 10ml 50mg/ml [Worldwide Stealth],"Premium WINSTROL DEPOT| STANOZOLOL (INJECTABLE) 10ml  50mg/ml sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.239091 BTC,EU,Worldwide,4.48/5,
bodyinact,Drugs/Steroids,Custom TRITEN Mix Trenblolone [24/7 Auto Dispatch],TRITEN Mix Trenblolone available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.157503 BTC,EU,Worldwide,4.81/5,
bodyinact,Drugs/Steroids,Top Grade NANDROLONE PHENYLPROPIONATE NPP 100mg/ml 10 ml [24/7 Auto Dispatch],We are back on ShadowBay offering our verified NANDROLONE PHENYLPROPIONATE NPP 100mg/ml 10 ml. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.118599 BTC,EU,Worldwide,4.99/5,
bodyinact,Drugs/Steroids,TRENBOLONE ACETATE 100mg/ml 10 ml,High purity TRENBOLONE ACETATE 100mg/ml   10 ml at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.134866 BTC,USA,Worldwide,4.95/5,
bodyinact,Drugs/Steroids,HGH Evogen from Alley Original 100iu 10vials [Purity Tested],We are back on ShadowBay offering our verified HGH Evogen from Alley Original 100iu 10vials. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,1.047357 BTC,EU,Worldwide,4.95/5,
AlfaOmega-191,Drugs/Cannabis/Hash,Top Notch Mørk Marokk 5g,"Welcome to our official ShadowBay shop! Top Notch Mørk Marokk 5g ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.446262 BTC,Norway,Worldwide,4.71/5,
AlfaOmega-191,Drugs/Stimulants/Cocaine,High Quality Cocaine 1g,We are back on ShadowBay offering our verified High Quality Cocaine 1g. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,0.299966 BTC,Norway,Worldwide,5.00/5,
AlfaOmega-191,Drugs/Cannabis/Hash,Top Notch Mørk Marokk 10g [Tracked],"Premium Top Notch Mørk Marokk 10g sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.798790 BTC,Norway,Worldwide,5.00/5,
AlfaOmega-191,Drugs/Cannabis/Hash,HQ NORGE // NORWAY : Top Notch Kief 5g [Escrow Ready],NORGE // NORWAY : Top Notch Kief 5g available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.433664 BTC,Norway,Worldwide,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,3.5g Quality Batch D Cocaine,We are back on ShadowBay offering our verified 3.5g Quality Batch D Cocaine. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,2.930328 BTC,Australia,Australia,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,Ultra Clean Uncut 94% Batch E 3.5 gram [Worldwide Stealth],High purity Uncut 94% Batch E 3.5 gram at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,3.494534 BTC,Australia,Worldwide,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,Exclusive 3.5g Uncut Batch C Peruvian Cocaine,We are back on ShadowBay offering our verified 3.5g Uncut Batch C Peruvian Cocaine. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,5.658311 BTC,Australia,Australia,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,Uncut 94% Batch E 1 gram [Fast Shipping],"Welcome to our official ShadowBay shop! Uncut 94% Batch E 1 gram ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",1.139665 BTC,Australia,Worldwide,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,Quality Peruvian Batch K 0.2GRAMS,"Premium Quality Peruvian Batch K  0.2GRAMS sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.340979 BTC,Australia,Worldwide,4.90/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,HQ 1g Quality Batch D Cocaine [Escrow Ready],"Premium 1g Quality Batch D Cocaine sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.950962 BTC,Australia,Australia,4.86/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,HQ 3.5g Uncut Batch C3 Peruvian Cocaine [Original Batch],3.5g Uncut Batch C3 Peruvian Cocaine available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,4.133025 BTC,Australia,Australia,4.96/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,1g Uncut Batch C3 Peruvian Cocaine [Purity Tested],High purity 1g Uncut Batch C3 Peruvian Cocaine at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,1.516794 BTC,Australia,Australia,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,0.5g Quality Batch D Cocaine,0.5g Quality Batch D Cocaine available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.613219 BTC,Australia,Australia,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,0.5g Uncut Quality Peruvian Cocaine,High purity 0.5g Uncut Quality Peruvian Cocaine at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.418810 BTC,Australia,Australia,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,Quality Peruvian Batch K 1 GRAM [24/7 Auto Dispatch],Quality Peruvian Batch K   1 GRAM available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,1.507156 BTC,Australia,Worldwide,4.81/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,HQ 0.2g Uncut Quality Peruvian Cocaine,We are back on ShadowBay offering our verified 0.2g Uncut Quality Peruvian Cocaine. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.383692 BTC,Australia,Worldwide,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,0.5g Uncut Batch C3 Peruvian Cocaine,"Premium 0.5g Uncut Batch C3 Peruvian Cocaine sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.986787 BTC,Australia,Australia,4.90/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,High Quality 0.5g Uncut Batch C Peruvian Cocaine,"Premium 0.5g Uncut Batch C Peruvian Cocaine sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.911624 BTC,Australia,Australia,5.00/5,
RailYourMail_51,Drugs/Stimulants/Cocaine,Quality Peruvian Batch K 7GRAMS,Quality Peruvian Batch K   7GRAMS available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,6.607945 BTC,Australia,Worldwide,5.00/5,
theOCguy,Drugs/Opioids/Oxycodone,OxyContin OC kind 40MG 7x pills - 280 mg of oxycodone,OxyContin OC kind 40MG 7x pills - 280 mg of oxycodone available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.828654 BTC,EU,Worldwide,5.00/5,
theOCguy,Drugs/Opioids/Oxycodone,Oxycodone TR by Sandoz 40MG 7x pills - 280MG total of oxycodone [Escrow Ready],Oxycodone TR by Sandoz 40MG 7x pills - 280MG total of oxycodone available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.478912 BTC,EU,Worldwide,5.00/5,
theOCguy,Drugs/Opioids/Oxycodone,Top Grade Oxycodone TR by Sandoz 80MG 7x pills - 560MG total of oxycodone [24/7 Auto Dispatch],"Premium Oxycodone TR by Sandoz 80MG 7x pills - 560MG total of oxycodone sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",1.297372 BTC,EU,Worldwide,4.87/5,
theOCguy,Drugs/Opioids/Oxycodone,Verified OxyContin OC kind 10MG 7x pills - 70 mg of oxycodone [Escrow Ready],"Premium OxyContin OC kind 10MG 7x pills - 70 mg of oxycodone sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.180136 BTC,EU,Worldwide,4.73/5,
theOCguy,Drugs/Opioids/Oxycodone,HQ OxyContin OC kind 20MG 7x pills - 140 mg of oxycodone,We are back on ShadowBay offering our verified OxyContin OC kind 20MG 7x pills - 140 mg of oxycodone. Guaranteed high grade quality and stealth packaging. Contact via PGP for bulk orders.,0.402573 BTC,EU,Worldwide,5.00/5,
theOCguy,Drugs/Opioids/Oxycodone,OxyContin OC kind 80MG 7x pills - 560 mg of oxycodone [Fast Shipping],We are back on ShadowBay offering our verified OxyContin OC kind 80MG 7x pills - 560 mg of oxycodone. Guaranteed top tier quality and stealth packaging. Contact via PGP for bulk orders.,1.579660 BTC,EU,Worldwide,4.81/5,
